Metabolite_ID	Metabolites	Names	Formulas	HMDB_ID	KEGG_ID	PubChem_ID	CHEBI_ID
M4298	CE5169[m]	24-oxo-25(R)-trihydroxycoprostanoyl-CoA	C48H74N7O21P3S	HMDB06891	C05467	440690	27379
M4299	CE5169[x]	24-oxo-25(R)-trihydroxycoprostanoyl-CoA	C48H74N7O21P3S	HMDB06891	C05467	440690	27379
M4330	inost[g]	myo-inositol	C6H12O6	HMDB00211	C00137	892	17268
M4341	ser_L[g]	L-serine	C3H7NO3	HMDB00187	C00065	5951	17115
M4342	ser_L[r]	L-serine	C3H7NO3	HMDB00187	C00065	5951	17115
M4360	CE5347[m]	5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	C41H60N7O19P3S				NA
M4361	CE5348[x]	5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O19P3S				NA
M4362	CE5347[x]	5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	C41H60N7O19P3S				NA
M4364	CE5348[r]	5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O19P3S				NA
M4365	CE5345[m]	3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H60N7O20P3S				NA
M4367	CE5345[x]	3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H60N7O20P3S				NA
M4369	CE5344[m]	3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O20P3S				NA
M4370	CE5344[x]	3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O20P3S				NA
M4379	CE5329[m]	3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O20P3S				NA
M4380	CE5331[m]	3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H60N7O20P3S				NA
M4381	CE5329[x]	3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O20P3S				NA
M4382	CE5331[x]	3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H60N7O20P3S				NA
M4384	CE5341[m]	5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	C41H60N7O19P3S				NA
M4385	CE5342[x]	5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O19P3S				NA
M4386	CE5341[x]	5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	C41H60N7O19P3S				NA
M4394	CE5342[r]	5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	C41H62N7O19P3S				NA
M4407	CE5309[m]	3-oxo-8(R)-hydroxy-hexadeca-6E,10Z-dienoate	C16H25O4				NA
M4409	CE5314[m]	8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate	C16H23O3				NA
M4411	CE5306[m]	3(S),8(R)-dihydroxy-6E,10Z-hexadecadienoate	C16H27O4				NA
M4412	CE5308[m]	3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate	C14H23O4				NA
M4414	CE5311[m]	6(R)-hydroxy-tetradeca-2E,4E,8Z-trienoate	C14H21O3				NA
M4416	CE5305[m]	3(S),6(R)-dihydroxy-tetradec-8Z-enoate	C14H25O4				NA
M4417	CE5321[m]	3-oxo-8(S)-hydroxy-hexadeca-6E,10Z-dienoate	C16H25O4				NA
M4419	CE5323[m]	6(S)-hydroxy-tetradeca-2E,4E,8Z-trienoate	C14H21O3				NA
M4421	CE5326[m]	8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate	C16H23O3				NA
M4423	CE5318[m]	3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate	C16H27O4				NA
M4424	CE5320[m]	3-oxo-6(S)-hydroxy-tetradec-8Z-enoate	C14H23O4				NA
M4427	CE5317[m]	3(S),6(S)-dihydroxy-tetradec-8Z-enoate	C14H25O4				NA
M4468	CE5966[m]	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H62N7O20P3S				NA
M4470	CE5966[x]	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H62N7O20P3S				NA
M4477	CE5970[m]	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	C41H62N7O19P3S				NA
M4478	CE5969[x]	10,11-dihydro-LTB4-CoA	C41H64N7O19P3S				NA
M4479	CE5970[x]	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	C41H62N7O19P3S				NA
M4481	CE5969[r]	10,11-dihydro-LTB4-CoA	C41H64N7O19P3S				NA
M4482	CE5971[m]	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H64N7O20P3S				NA
M4483	CE5971[x]	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H64N7O20P3S				NA
M4521	CE7091[n]	15(R)-hydroperoxy-EPE	C20H29O4				NA
M4522	CE7091[r]	15(R)-hydroperoxy-EPE	C20H29O4				NA
M4615	CE6183[m]	18,20-dioxo-20-CoA-leukotriene B4	C41H57N7O22P3S	HMDB12606		53481487	NA
M4617	CE6183[x]	18,20-dioxo-20-CoA-leukotriene B4	C41H57N7O22P3S	HMDB12606		53481487	NA
M4624	CE6186[m]	18E-20-oxo-20-CoA-LTB4	C41H57N7O21P3S	HMDB12609			NA
M4625	CE6182[x]	20-CoA-20-oxo-leukotriene B4	C41H59N7O21P3S	HMDB12632		53481505	NA
M4626	CE6186[x]	18E-20-oxo-20-CoA-LTB4	C41H57N7O21P3S	HMDB12609			NA
M4628	CE6182[r]	20-CoA-20-oxo-leukotriene B4	C41H59N7O21P3S	HMDB12632		53481505	NA
M4630	CE6187[m]	20-CoA-20-oxo-18R-hydroxyleucotriene B4	C41H59N7O22P3S	HMDB12631			NA
M4631	CE6187[x]	20-CoA-20-oxo-18R-hydroxyleucotriene B4	C41H59N7O22P3S	HMDB12631			NA
M4639	CE6232[r]	prostaglandin G1	C20H33O6	HMDB13039		53481591	NA
M4641	CE6192[x]	18(R)-hydroxy-20-oxo-20-CoA-LTE4	C44H64N8O23P3S2	HMDB12605			NA
M4643	CE6226[x]	16(S)-hydroxy-18-oxo-18-CoA-LTE4	C42H62N8O23P3S2	HMDB12593		53481478	NA
M4646	CE6190[x]	CoA-20-COOH-LTE4	C44H64N8O22P3S2	HMDB12913			NA
M4647	CE6191[x]	18E-20-oxo-20-CoA-LTE4	C44H62N8O22P3S2	HMDB12610		53481494	NA
M4648	CE6204[x]	CoA-18-COOH-16E-dinor-LTE5	C42H58N8O22P3S2				NA
M4650	CE6225[x]	16E-18-oxo-18-CoA-dinor-LTE4	C42H60N8O22P3S2	HMDB12597		53481482	NA
M4666	CE5121[m]	trans-3-decenoyl-CoA	C31H48N7O17P3S	HMDB02137		16019966	29126
M4667	CE5121[x]	trans-3-decenoyl-CoA	C31H48N7O17P3S	HMDB02137		16019966	29126
M4730	adpcoa[x]	adipoylcoa	C27H39N7O19P3S	HMDB04047	C14143	9543333	34528
M4732	3bcrn[c]	3-hydroxy butyryl carnitine	C11H21NO5				NA
M4734	c10crn[c]	decanoyl carnitine	C17H33NO4	HMDB00651		10245190	68830
M4736	c101crn[c]	decenoyl carnitine	C17H31NO4	HMDB13205		53481651	NA
M4739	decdicrn[c]	decadienoyl carnitine	C17H29NO4	HMDB13325		53481669	NA
M4742	c10dc[c]	sebacoyl carnitine	C17H30NO6				NA
M4746	3deccrn[c]	3-hydroxydecanoylcarnitine	C17H33NO5				NA
M4747	ddeccrn[c]	lauroyl carnitine	C19H37NO4	HMDB02250		168381	NA
M4749	ddece1crn[c]	dodecenoyl carnitine	C19H35NO4				NA
M4750	c12dccoa[x]	dodecanedioylcoa	C33H51N7O19P3S				NA
M4754	c12dc[c]	dodecanedioyl carnitine	C19H34NO6				NA
M4757	3ddcrn[c]	3-hydroxydodecanoylcarnitine	C19H37NO5				NA
M4758	tdcrn[c]	myristoyl carnitine	C21H41NO4	HMDB05066		53477791	NA
M4762	tetdece1crn[c]	tetradecenoyl carnitine	C21H39NO4	HMDB02014		22833575	NA
M4763	3tetd7ecoacrn[c]	3-hydroxy tetradecenoyl-7-carnitine	C21H39NO5				NA
M4768	tetdec2crn[c]	tetradecadienoyl carnitine	C21H37NO4				NA
M4769	3ttetddcoacrn[c]	3-hydroxy trans5,8tetradecadienoyl carnitine	C21H37NO5				NA
M4772	3tdcrn[c]	3-hydroxy-tetradecanoyl carnitine	C21H41NO5				NA
M4774	3hdececrn[c]	3-hydroxyhexadecenoylcarnitine	C23H43NO5				NA
M4777	3thexddcoacrn[c]	3-hydroxy trans7,10-hexadecadienoyl carnitine	C23H41NO5				NA
M4780	c16dc[c]	Hexadecanedioic acid mono-L-carnitine ester	C23H42NO6	HMDB00712		566787	NA
M4783	3hexdcrn[c]	3-hydroxyhexadecanoylcarnitine	C23H45NO5	HMDB13336		53481691	NA
M4785	3octdece1crn[c]	3-hydroxy-octadecenoyl carnitine	C25H47NO5				NA
M4787	3octdec2crn[c]	3-hydroxyoctadecadienoylcarnitine	C25H45NO5				NA
M4789	3octdeccrn[c]	3-hydroxyoctadecanoyl carnitine	C25H49NO5				NA
M4790	c3dc[c]	malonyl carnitine	C10H16NO6	HMDB02095		22833583	NA
M4792	c4crn[c]	butyryl carnitine	C11H21NO4	HMDB02013	C02862	439829	7676
M4796	c4dc[c]	succinyl carnitine	C11H18NO6				NA
M4799	btcoa[x]	Butanoyl-CoA	C25H38N7O17P3S	HMDB01088	C00136	265	57371
M4801	ivcrn[c]	isovaleryl carnitine	C12H23NO4	HMDB00688		6426851	NA
M4802	c51crn[c]	tiglyl carnitine	C12H21NO4	HMDB02366		22833596	NA
M4803	c5dc[c]	glutaryl carnitine	C12H21NO6	HMDB13130		53481622	NA
M4806	c6crn[c]	hexanoyl carnitine	C13H25NO4	HMDB00705		6426853	70749
M4807	hxcoa[x]	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S				NA
M4810	c6dc[c]	adipoyl carnitine	C13H22NO6				NA
M4812	c8crn[c]	octanoyl carnitine	C15H29NO4	HMDB00791	C02838	11953814	18102
M4814	c81crn[c]	octenoyl carnitine	C15H27NO4	HMDB13324		53481667	NA
M4818	c8dc[c]	suberyl carnitine	C15H26NO6				NA
M4821	dca[c]	Decanoate (n-C10:0)	C10H19O2				NA
M4828	doco13ecoa[c]	13-docosenoylcoa	C43H72N7O17P3S		C16531	24892791	NA
M4829	doco13ecoa[x]	13-docosenoylcoa	C43H72N7O17P3S		C16531	24892791	NA
M4837	docoscoa[x]	docosanoylcoa	C43H74N7O17P3S	HMDB12930		53481548	NA
M4852	dec24dicoa[m]	2,4-decadienoylcoa	C31H46N7O17P3S	HMDB01168		22833562	NA
M4853	dece4coa[x]	4-decenoylcoa	C31H48N7O17P3S	HMDB02145		6443609	NA
M4854	dec24dicoa[x]	2,4-decadienoylcoa	C31H46N7O17P3S	HMDB01168		22833562	NA
M4855	dc2coa[x]	trans-Dec-2-enoyl-CoA	C31H48N7O17P3S	HMDB03948	C05275	24883423	61406
M4860	dec47dicoa[x]	4,7-decadienoylcoa	C31H46N7O17P3S				NA
M4861	dectricoa[x]	2,4,7-decatrienoylcoa	C31H44N7O17P3S				NA
M4864	2decdicoa[x]	2,7-decadienoylcoa	C31H46N7O17P3S				NA
M4865	octe5coa[x]	5-octenoylcoa	C29H44N7O17P3S				NA
M4869	sebcoa[x]	sebacoylcoa	C31H47N7O19P3S				NA
M4870	sbcoa[x]	suberylcoa	C29H43N7O19P3S				NA
M4871	tmuncoa[x]	2,6,10-trimethyl undecanoylcoa	C35H58N7O17P3S				NA
M4875	dd3coa[x]	cis-dodec-3-enoyl-CoA(4-)	C33H52N7O17P3S	HMDB04257	C02944	16061154	58543
M4878	3ddecdicoa[x]	3,6-dodecadienoylcoa	C33H50N7O17P3S	HMDB03952	C05280	5280771	28002
M4879	2ddecdicoa[x]	2,6-dodecadienoylcoa	C33H50N7O17P3S	HMDB11123	C05279	53480665	NA
M4881	2dodtricoa[x]	2,6,9-dodecatrienoylcoa	C33H48N7O17P3S				NA
M4883	3dodtricoa[x]	3,6,9-dodecatrienoylcoa	C33H48N7O17P3S				NA
M4886	tmtrdcoa[x]	4,8,12-trimethyl tridecanoylcoa	C37H62N7O17P3S				NA
M4889	tetde5coa[x]	5-tetradecenoylcoa	C35H56N7O17P3S				NA
M4891	tetdecdicoa[x]	5,8-tetradecadienoylcoa	C35H54N7O17P3S	HMDB02288		21252281	NA
M4894	5tedtricoa[x]	5,8,11-tetradecatrienoylcoa	C35H52N7O17P3S				NA
M4896	c14dccoa[x]	tetradecanedioylcoa	C35H55N7O19P3S				NA
M4897	hexde7coa[x]	7-hexadecenoylcoa	C37H60N7O17P3S				NA
M4901	2hexdtricoa[x]	2,7,10-hexadecatrienoylcoa	C37H56N7O17P3S				NA
M4905	4hexdtricoa[x]	4,7,10-hexadecatrienoylcoa	C37H56N7O17P3S				NA
M4906	hexdectecoa[x]	2,4,7,10-hexadecatetraenoylcoa	C37H54N7O17P3S				NA
M4911	2hexdtetcoa[x]	2,7,10,13-hexadecatetraenoylcoa	C37H54N7O17P3S				NA
M4914	4hexdtetcoa[x]	4,7,10,13-hexadecatetraenoylcoa	C37H54N7O17P3S				NA
M4915	hexdpencoa[x]	2,4,7,10,13-hexadecapentaenoylcoa	C37H52N7O17P3S				NA
M4924	ocde9ecoa[x]	9-octadecenoylcoa	C39H64N7O17P3S	HMDB01322	C00510	5280355	15534
M4929	2octdectecoa[x]	2,6,9,12-octadecatetraenoylcoa	C39H58N7O17P3S				NA
M4931	3octdectecoa[x]	3,6,9,12-octadecatetraenoylcoa	C39H58N7O17P3S				NA
M4935	ei11ecoa[x]	11-eicosenoylcoa	C41H68N7O17P3S		C16530	24892790	NA
M4937	eitetcoa[x]	5,8,11,14-eicosatetraenoylcoa	C41H62N7O17P3S				NA
M4938	eipencoa[x]	2,5,8,11,14-eicosapentaenoylcoa	C41H60N7O17P3S				NA
M4941	2docopencoa[x]	2,7,10,13,16-docosapentenoylcoa	C43H64N7O17P3S				NA
M4943	docohexcoa[x]	2,4,7,10,13,16-docosahexenoylcoa	C43H62N7O17P3S				NA
M4955	3ivcrn[c]	3-hydroxy-isovaleryl carnitine	C12H23NO5				NA
M4957	hx2coa[x]	trans-Hex-2-enoyl-CoA	C27H40N7O17P3S	HMDB03944	C05271	5280765	62077
M4959	hexe3coa[x]	3-hexenoylcoa	C27H40N7O17P3S	HMDB06522		53477848	NA
M4961	succoa[x]	Succinyl-CoA	C25H35N7O19P3S	HMDB01022	C00091	439161	57292
M4974	octd11ecoa[c]	11-octadecenoylcoa	C39H64N7O17P3S				NA
M4975	ocdececrn[c]	11-octadecenoyl carnitine	C25H47NO4	HMDB06351		53477830	NA
M4977	octdececrn[c]	octadecenoyl carnitine (hypothetical, position of double bond unknown)	C25H47NO4				NA
